# 中国省级+地级市中心坐标表（城市坐标兜底用）
# 格式: 省\t城市\t纬度\t经度   （城市为空 = 省级兜底坐标）
# 坐标取主城区中心近似值，数据为公开常识性数据；精确度要求为城市级近似。
# 补充方法：追加一行即可，重启生效。

浙江	杭州	30.2741	120.1551
浙江	宁波	29.8683	121.5440
浙江	温州	27.9938	120.6994
浙江	嘉兴	30.7460	120.7555
浙江	湖州	30.8929	120.0886
浙江	绍兴	30.0303	120.5802
浙江	金华	29.0785	119.6474
浙江	衢州	28.9359	118.8742
浙江	舟山	29.9852	122.2072
浙江	台州	28.6564	121.4208
浙江	丽水	28.4670	119.9233

安徽		31.8612	117.2849
安徽	合肥	31.8612	117.2849
安徽	芜湖	31.3525	118.4331
安徽	蚌埠	32.9158	117.3893
安徽	淮南	32.6255	117.0186
安徽	马鞍山	31.6704	118.5061
安徽	淮北	33.9551	116.7984
安徽	铜陵	30.9450	117.8121
安徽	安庆	30.5319	117.0637
安徽	黄山	29.7147	118.3376
安徽	滁州	32.3018	118.3171
安徽	阜阳	32.8901	115.8142
安徽	宿州	33.6463	116.9642
安徽	六安	31.7336	116.5201
安徽	亳州	33.8466	115.7788
安徽	池州	30.6647	117.4914
安徽	宣城	30.9406	118.7586

福建		26.0745	119.2965
福建	福州	26.0745	119.2965
福建	厦门	24.4798	118.0894
福建	莆田	25.4540	119.0077
福建	三明	26.2639	117.6392
福建	泉州	24.8741	118.6757
福建	漳州	24.5130	117.6471
福建	南平	26.6418	118.1775
福建	龙岩	25.0751	117.0172
福建	宁德	26.6656	119.5479

江西		28.6765	115.8921
江西	南昌	28.6765	115.8921
江西	景德镇	29.2687	117.1784
江西	萍乡	27.6228	113.8543
江西	九江	29.7051	116.0019
江西	新余	27.8178	114.9173
江西	鹰潭	28.2602	117.0692
江西	赣州	25.8311	114.9350
江西	吉安	27.1138	114.9929
江西	宜春	27.8043	114.4161
江西	抚州	27.9482	116.3580
江西	上饶	28.4546	117.9434

山东		36.6512	117.1201
山东	济南	36.6512	117.1201
山东	青岛	36.0671	120.3826
山东	淄博	36.8131	118.0548
山东	枣庄	34.8107	117.3215
山东	东营	37.4346	118.6748
山东	烟台	37.4638	121.4479
山东	潍坊	36.7069	119.1618
山东	济宁	35.4147	116.5872
山东	泰安	36.2003	117.0875
山东	威海	37.5128	122.1206
山东	日照	35.4165	119.5270
山东	临沂	35.1043	118.3564
山东	德州	37.4357	116.3594
山东	聊城	36.4570	115.9854
山东	滨州	37.3831	117.9706
山东	菏泽	35.2337	115.4807

河南		34.7466	113.6254
河南	郑州	34.7466	113.6254
河南	开封	34.7973	114.3074
河南	洛阳	34.6181	112.4540
河南	平顶山	33.7662	113.1925
河南	安阳	36.0992	114.3933
河南	鹤壁	35.7474	114.2972
河南	新乡	35.3030	113.9268
河南	焦作	35.2159	113.2418
河南	濮阳	35.7618	115.0292
河南	许昌	34.0357	113.8525
河南	漯河	33.5809	114.0165
河南	三门峡	34.7728	111.2004
河南	南阳	32.9908	112.5283
河南	商丘	34.4143	115.6564
河南	信阳	32.1470	114.0914
河南	周口	33.6260	114.6969
河南	驻马店	33.0114	114.0222
河南	济源	35.0671	112.6023

湖北		30.5928	114.3055
湖北	武汉	30.5928	114.3055
湖北	黄石	30.1994	115.0388
湖北	十堰	32.6294	110.7983
湖北	宜昌	30.6919	111.2865
湖北	襄阳	32.0090	112.1225
湖北	鄂州	30.3910	114.8951
湖北	荆门	31.0354	112.1993
湖北	孝感	30.9249	113.9165
湖北	荆州	30.3262	112.2398
湖北	黄冈	30.4536	114.8725
湖北	咸宁	29.8417	114.3224
湖北	随州	31.6900	113.3826
湖北	恩施	30.2720	109.4883

湖南		28.2282	112.9388
湖南	长沙	28.2282	112.9388
湖南	株洲	27.8274	113.1339
湖南	湘潭	27.8297	112.9441
湖南	衡阳	26.8939	112.5719
湖南	邵阳	27.2389	111.4677
湖南	岳阳	29.3568	113.1289
湖南	常德	29.0316	111.6986
湖南	张家界	29.1170	110.4792
湖南	益阳	28.5539	112.3551
湖南	郴州	25.7705	113.0147
湖南	永州	26.4204	111.6130
湖南	怀化	27.5699	110.0018
湖南	娄底	27.7003	111.9936
湖南	湘西	28.3118	109.7390

广东		23.1322	113.2644
广东	广州	23.1291	113.2644
广东	韶关	24.8104	113.5975
广东	深圳	22.5431	114.0579
广东	珠海	22.2710	113.5767
广东	汕头	23.3541	116.6820
广东	佛山	23.0218	113.1219
广东	江门	22.5787	113.0817
广东	湛江	21.2707	110.3594
广东	茂名	21.6630	110.9255
广东	肇庆	23.0467	112.4651
广东	惠州	23.1116	114.4162
广东	梅州	24.2886	116.1222
广东	汕尾	22.7862	115.3752
广东	河源	23.7442	114.7007
广东	阳江	21.8584	111.9822
广东	清远	23.6818	113.0615
广东	东莞	23.0207	113.7518
广东	中山	22.5170	113.3926
广东	潮州	23.6567	116.6225
广东	揭阳	23.5497	116.3728
广东	云浮	22.9151	112.0444

广西		22.8170	108.3665
广西	南宁	22.8170	108.3665
广西	柳州	24.3264	109.4281
广西	桂林	25.2736	110.2900
广西	梧州	23.4771	111.2791
广西	北海	21.4811	109.1201
广西	防城港	21.6868	108.3544
广西	钦州	21.9796	108.6541
广西	贵港	23.1115	109.5989
广西	玉林	22.6549	110.1812
广西	百色	23.9022	106.6181
广西	贺州	24.4035	111.5666
广西	河池	24.6959	108.0852
广西	来宾	23.7502	109.2216
广西	崇左	22.3765	107.3652

海南		20.0440	110.1999
海南	海口	20.0440	110.1999
海南	三亚	18.2528	109.5119
海南	三沙	16.8310	112.3480
海南	儋州	19.5209	109.5808

四川		30.6517	104.0759
四川	成都	30.6517	104.0759
四川	自贡	29.3392	104.7784
四川	攀枝花	26.5823	101.7186
四川	泸州	28.8717	105.4419
四川	德阳	31.1268	104.3982
四川	绵阳	31.4677	104.6796
四川	广元	32.4355	105.8436
四川	遂宁	30.5329	105.5927
四川	内江	29.5802	105.0584
四川	乐山	29.5522	103.7656
四川	南充	30.8373	106.1107
四川	眉山	30.0769	103.8485
四川	宜宾	28.7517	104.6419
四川	广安	30.4560	106.6332
四川	达州	31.2096	107.4680
四川	雅安	30.0105	103.0424
四川	巴中	31.8671	106.7473
四川	资阳	30.1286	104.6276
四川	阿坝	31.8993	102.2246
四川	甘孜	30.0495	101.9624
四川	凉山	27.8816	102.2673

贵州		26.6470	106.6302
贵州	贵阳	26.6470	106.6302
贵州	六盘水	26.5934	104.8305
贵州	遵义	27.7255	106.9271
贵州	安顺	26.2537	105.9476
贵州	毕节	27.3026	105.2830
贵州	铜仁	27.6907	109.1919
贵州	黔西南	25.0896	104.9066
贵州	黔东南	26.5830	107.9842
贵州	黔南	26.2541	107.5174

云南		25.0453	102.7097
云南	昆明	25.0453	102.7097
云南	曲靖	25.4898	103.7961
云南	玉溪	24.3520	102.5467
云南	保山	25.1118	99.1618
云南	昭通	27.3381	103.7170
云南	丽江	26.8550	100.2270
云南	普洱	22.8252	100.9662
云南	临沧	23.8834	100.0888
云南	楚雄	25.0329	101.5465
云南	红河	23.3636	103.3758
云南	文山	23.3999	104.2444
云南	西双版纳	22.0088	100.7972
云南	大理	25.6065	100.2676
云南	德宏	24.4367	98.5859
云南	怒江	25.8174	98.8567
云南	迪庆	27.8191	99.7033

西藏		29.6520	91.1721
西藏	拉萨	29.6520	91.1721
西藏	日喀则	29.2672	88.8804
西藏	昌都	31.1369	97.1720
西藏	林芝	29.6490	94.3615
西藏	山南	29.2370	91.7736
西藏	那曲	31.4760	92.0512
西藏	阿里	32.5032	80.1054

陕西		34.2655	108.9543
陕西	西安	34.2655	108.9543
陕西	铜川	34.8966	108.9452
陕西	宝鸡	34.3622	107.2371
陕西	咸阳	34.3296	108.7093
陕西	渭南	34.4999	109.5101
陕西	延安	36.5853	109.4898
陕西	汉中	33.0676	107.0237
陕西	榆林	38.2854	109.7349
陕西	安康	32.6849	109.0291
陕西	商洛	33.8726	109.9405

甘肃		36.0611	103.8343
甘肃	兰州	36.0611	103.8343
甘肃	嘉峪关	39.7726	98.2893
甘肃	金昌	38.5206	102.1941
甘肃	白银	36.5448	104.1386
甘肃	天水	34.5809	105.7250
甘肃	武威	37.9282	102.6376
甘肃	张掖	38.9259	100.4498
甘肃	平凉	35.5428	106.6649
甘肃	酒泉	39.7327	98.4946
甘肃	庆阳	35.7090	107.6425
甘肃	定西	35.5807	104.6266
甘肃	陇南	33.3708	104.9218
甘肃	临夏	35.6010	103.2105
甘肃	甘南	34.9853	102.9110

青海		36.6232	101.7782
青海	西宁	36.6232	101.7782
青海	海东	36.5024	102.1038
青海	海北	36.9605	100.9010
青海	黄南	35.5196	102.0154
青海	海南州	36.2806	100.6194
青海	果洛	34.4712	100.2447
青海	玉树	33.0040	97.0086
青海	海西	37.3730	97.3704

宁夏		38.4872	106.2306
宁夏	银川	38.4872	106.2306
宁夏	石嘴山	38.9833	106.3836
宁夏	吴忠	37.9976	106.1986
宁夏	固原	36.0159	106.2426
宁夏	中卫	37.5002	105.1968

新疆		43.8256	87.6168
新疆	乌鲁木齐	43.8256	87.6168
新疆	克拉玛依	45.5799	84.8892
新疆	吐鲁番	42.9513	89.1898
新疆	哈密	42.8193	93.5148
新疆	昌吉	44.0112	87.3082
新疆	博尔塔拉	44.9060	82.0748
新疆	巴音郭楞	41.7641	86.1452
新疆	阿克苏	41.1688	80.2600
新疆	克孜勒苏	39.7155	76.1677
新疆	喀什	39.4705	75.9898
新疆	和田	37.1142	79.9222
新疆	伊犁	43.9166	81.3241
新疆	塔城	46.7454	82.9858
新疆	阿勒泰	47.8456	88.1403

台湾		25.0330	121.5654
台湾	台北	25.0330	121.5654

香港		22.3193	114.1694
香港	香港	22.3193	114.1694

澳门		22.1987	113.5439
澳门	澳门	22.1987	113.5439
